ID|CODE|MANU_INFO|DESCRIPTION|BUILDINGID
1653|FH113|LC86126X|24 PROF'S PLACE|92
1654|C042A|22622|STRATTON HALL THERMOSTAT BOX|13
1655|FH263|LC98369|28 PROF'S PLACE|96
1656|FH219|LC94769|30 PROF'S PLACE|98
1657|FH116A|HC839|30 PROFS PLACE FRONT STORM|98
1658|FH117|LC88368X|110 KAREN DRIVE not in use|83
1659|FH118|LC86837X|16 TASSEL TRAIL|137
1660|FA214|LC14789|not in use 08/02/10 FINE ARTS ROOM 17-19 COMPUTER|13
1661|JAA254|LA54165|UP APARTMENT  69|55
1662|V67    (A)|MASTER|ALUMNI BUILDING LOCKER MASTER|37
1663|FH120|LC80388X|PUMP HOSE ON PARIS MOUNTAIN|71
1664|FH249|LC58769|220 carmel|78
1665|GFA1|GFA1|GFA FILE DRAWERS|150
1666|FH123|LC86815X|15 TASSEL TRAIL|136
1667|FH124|LC80324X|407 LIBRARY DRIVE|84
1668|AL33|LB14985|ANNEX PUBLIC SAFETY EQUIPMENT|40
1669|FH225|LC54169|26 PROF'S PLACE|94
1670|GFO50|LA56145|Gaston 304|8
1671|FH129|LC06653X|31 PROF'S PLACE|99
1672|FH247|LC96369|205 STADIUM VIEW DRIVE|123
1673|FH130|LC06655X|29 PROF'S PLACE|97
1674|FH136|LC88388X|131 WHITE OAK DRIVE|145
1675|FH137|LC06617X|11 SEMINAR DRIVE|103
1676|ER44|LA16743|REVEAL APARTMENT 7|30
1677|ER45|LA56943|REVEAL APARTMENT 4|30
1678|ER46|LA76943|REVEAL APARTMENT 1 Not in use 7/27/10|30
1679|ER47|LA96943|REVEAL APARTMENT 9|30
1680|C180A|46442|SCIENCE DESIGN COMPUTER CAB|18
1681|672|672|COGEN ELECTRONICS CABINET|34
1682|HON113|ESP|ACADEMY OFFICE M-1 FILE|64
1683|HON119|ESP|ACADEMY OFFICE B-3 FILE|64
1684|C002A  (A)|24422|ADMIN, DR. WOOD'S CREDENZA|3
1685|C241A|66646|SOCIAL PARLOR GAME CABINET|14
1686|AAA7|LJ52769|DC INNER OFFICE|3
1687|BER50|LA14343|BROKENSHIRE 317|31
1688|FGC50|LA14345|CREEL ROOM 108|11
1689|023   (AD)|36|DIRECTOR OF MINISTRIES DESK|3
1690|C413A  (A)|4426|ALUMNI OFFICE  9 DESK|37
1691|121R|ESP|LINC FILE CABINET|47
1692|735|735|SCIENCE HOME EC FILE CABINET|18
1693|HON118 (G)|ESP|GFA FILE|150
1694|C320A|24420|LECTURE COMPUTER/MEDIA DESKS|37
1695|MHR56|ACE|CVA, MRS. CHRISTOPHER'S WASHR|39
1696|247|247|JOHNSON DORM MAINTENENCE FILE|29
1697|SCL33|SCL33|ANNEX PUBLIC SAFETY VIDEO CAB|67
1698|30736|DUO|GROUNDS MAINTENANCE LOCKER  7|49
1699|JW17|LF18705|CVA DOOR TO B WING ROOF|39
1700|HON130|ESP|FILMS RECEPTIONIST DESK|16
1701|BS5    (M)|A2217J|WOMEN'S DORMS MAINT OFFICE|154
1702|HON366|HUDSON|WHM 110, CUSTODIAL FILE CAB|67
1703|PR32|LA74385|WHM 212 PRESS BUSINESS, SEC|68
1704|HON119 (S)|ESP|SCIENCE INT DECORATING DESK|18
1705|C508A|NATIONAL|SCIENCE OFFICE C DESK|18
1706|HON114 (A)|ESP|ANNEX PRESS DESK|40
1707|BP514|BP514|WELD SHOP TOOL CABINET|34
1708|10L534|MASTER|WHM 102, ENGRAVING SHEAR LOCK|66
1709|FHX|LA52105|FACULTY HOMES CONTRACTOR KEY|66
1710|FH245|LC56369|18 SENNET DRIVE|114
1711|FH144|LC86464|15 SENNET DRIVE|111
1712|JL9|LG12943|LINC OFFICE (DOYLE)|47
1713|JL8|LG92143|LINC OFFICE NEAR LOADING DOCK|47
1714|CG1|LA52749|COGEN, CHILLER BUILDING|34
1715|B610|CHICAGO|ADMIN CHRIS BAKER'S OLD DESK|3
1716|PR33|LA94385|WHM 212 PRESS BUSINESS EXT|68
1717|JAA104|LA12769|UP APARTMENT  61|55
1718|FH244|LC16169|23 profs|91
1719|FH216|LC12369|5 SENNET DRIVE|104
1720|BH020|22123|GROUNDS MAINTENANCE DESK|49
1721|FH158|LC86688X|44 PROF'S PLACE - NIU|100
1722|FA236|LC74983|FINE ARTS STUDIO 237|13
1723|FH205|LC52969|207 STADIUM VIEW DRIVE|124
1724|FH254|LC78969|14 TASSEL TRAIL|135
1725|FH267|LC92763|13 TASSEL TRAIL|134
1726|FH218|LC74769|209 STADIUM VIEW DRIVE|125
1727|JAA138|LA76969|UP APARTMENT  78|55
1728|P319|MASTER|SUNDAY REFRIGERATOR|10
1729|PR34|LA14385|WHM 212 PRESS BUSINESS TLH|68
1730|ESCMA|E478985|SHEPHERDS CARE MASTER EXT|
1731|FH213|LC52369|211 STADIUM VIEW DRIVE - OLD|126
1732|FH23|LC46800X|23 PROF'S PLACEnot in use|2
1733|FH24 not in use|LC46806X|21 PROF'S PLACE|89
1734|FH251|LC98769|215 STADIUM VIEW DRIVE|128
1735|E42146|WEISER|JR HI CAFETERIA FOLDING DOOR|59
1736|FH206|LC72969|214 CARMEL STREET|77
1737|FL15|LA78145|GASTON COSMETOLOGY OFFICES NOT IN USE|8
1738|FH223|LC94969|409 LIBRARY DRIVE|85
1739|PRC|LA34385|WHM 212 PRESS BUSINESS MASTER|68
1740|FH33|LC86877X|11 TASSEL TRAIL|132
1741|FH35|LC86226X|12 TASSEL TRAIL|133
1742|ES240|ESP|COOLERS AND FREEZERS|24
1743|FH37|LC86224X|203 STADIUM VIEW DRIVE|122
1744|FH255|LC98969|10 TASSEL TRAIL|131
1745|GFO42|LA56745|gaston 310|8
1746|SSM3|LA65274|ANNEX SPECIAL KEY|40
1747|CS16|LB94949|REVEAL PRACTICE STUDIO|30
1748|BP642|HUDSON|SAS TRADES CABINET|47
1749|FH45|LC86213X|22 PROF'S PLACE|90
1750|FH46|LC86475X|20 PROF'S PLACE - OLD|88
1751|FH266|LC72763|417 LIBRARY DR STEPHAN JONES|35
1752|FH49|LC86433X|217 STADIUM VIEW DRIVE-OLD|129
1753|CST1|LK64635X|WHM 110, CUSTODIAL SUPERVISOR|67
1754|FO43|LA76745|SIDDONS ROOM 208|7
1755|JAA219|LA98963|UP APARTMENT 143|57
1756|061    (A)|NATIONAL|ALUMNI OFFICE 69 FILE CABINET|37
1757|FF4|A2234A|WHM 203, ELECTRONICS CAGE-NIU|67
1758|FR310|131553|WHM 203 DESK COGGINS|67
1759|177R|ESP|FINE ARTS FILE|13
1760|FH65|LL44117X|125-A WHITE OAK DRIVE|143
1761|FH66|LC86855X|125-B WHITE OAK DRIVE|144
1762|FO44|LA96745|SIDDONS ROOM 205|7
1763|FH70|LC86437X|101 STADIUM VIEW DRIVE|116
1764|SE14|LG12769|SEMINARY OFFICE 219|157
1765|FH72|LC86833X|105 STADIUM VIEW DRIVE|118
1766|FH239|LC96969|107 STADIUM VIEW DRIVE|119
1767|FH231|LC94369|109 STADIUM VIEW DRIVE|120
1768|FH75|LC86875X|111 STADIUM VIEW DRIVE-NIU|121
1769|FH253|LC58969|16 SENNET DRIVE|112
1770|FH214|LC72369|14 SENNET DRIVE|110
1771|FH78|LC86455X|12 SENNET DRIVE|109
1772|FH79|LC86033X|10 SENNET DRIVE|107
1773|AL34|LB94785|ANNEX PUBLIC SAFETY FIRE MAR|40
1774|FH8A|LC84315X|17 PROF'S PLACE|86
1775|FH262|LC78369|17 SENNET DRIVE|113
1776|FH233|LC56769|19 SENNET DRIVE|115
1777|GFO 45|LA16745|GASTON 312|8
1778|FH82A|HC800|5 SENNET DRIVE - STORM|104
1779|MLA|ALARM|FINE ARTS MUSIC LIBRARY ALARM|13
1780|FH259|LC98169|9 SENNET DRIVE|106
1781|FH85|LC86215X|11 SENNET DRIVE|108
1782|GG129|12X24|GROUNDS LANDSCAPING FILE CAB|68
1783|135R|ESP|FINE ARTS OFFICE 26 DESK|13
1784|FH215|LC92369|16 BLYTHEWOOD DRIVE|74
1785|JW31|LJ92305|CVA APARTMENT A-302|39
1786|ESCP6|E294785|SHEPHERDS CARE ROOM 130|
1787|FH94|LL88935X|12 DIPLOMA DRIVE  - NIU|80
1788|HON315|HUDSON|SCIENCE OFFICE C FILE CABINET|18
1789|HON406|HUDSON|ACADEMY BAND ROOM FILE CAB|63
1790|HON173|ESP|GFA FILE|150
1791|HON138 (A)|ESP|PRESS TAX OFFICE DESK|40
1792|LL410|LL410|bathroom access panel in FMA|5
1793|HON112|ESP|WHM 210, PRESS FILE|67
1794|B644A|NATIONAL|FMA AUDIO BOOTH CABINETS|15
1795|RS4|LK64455X|WHM 101, ZIMMER'S OFFICE|66
1796|C072A|24246|HAIGHT, MEDICAL SUPPLIES CABS|4
1797|GFO46|LA56945|Gaston 307|8
1798|FO47|LA76945|SIDDONS ROOM 206|7
1799|C|PADLOCK|PRAYER ROOM CLOSETS|11
1800|HX253|HX253|GYM, FILE IN WOMEN'S OFFICE|21
1801|4139|4139|ACADEMY MAIN TROPHY CASES|62
1802|JW108|LF96705|CVA APARTMENT A-209|39
1803|JW102|LG16705|CVA APARTMENT A-210|39
1804|JW110|LG76105|CVA APARTMENT A-306|39
1805|JW112|LF56105|CVA APARTMENT A-307|39
1806|JW106|LF56705|CVA APARTMENT A-308|39
1807|JW99|LG56705|CVA APARTMENT A-310|39
1808|JW105|LF14305|CVA APARTMENT A-407|39
1809|JW111|LF16705|CVA APARTMENT A-408|39
1810|JW109|LG56105|CVA APARTMENT A-409|39
1811|JW103|LF74305|CVA APARTMENT A-410|39
1812|JW104|LF94305|CVA APARTMENT A-506|39
1813|JW107|LF76705|CVA APARTMENT A-509|39
1814|JW101|LG96705|CVA APARTMENT A-510|39
1815|GLM|LA34703|GREENHOUSE MASTER|147
1816|GL2|LA54703|GREENHOUSE EXTERIOR|147
1817|C175A  (A)|62624|RECORDS OFFICE TRANSCRIPT CAB|3
1818|FF7|A2214A|WHM 203, COMP SERVICES CAGE|67
1819|71|71|ACADEMY HAND BELL CABINETS|62
1820|HON394 (A)|HUDSON|PRESS BUSINESS MANAGER FILE|40
1821|FH224|LC14969|419 LIBRARY DRIVE|35
1822|ESCP7|E696785|SHEPHERDS CARE ROOM 139|
1823|FH96B|WRIGHT|417 LIBRARY DRIVE - PORCH|35
1824|FH250|LC78769|148 BRADLEY BOULEVARD|76
1825|FI|A5079A|GRACE HAIGHT MASTER - NURSING|4
1826|FI2|A2017A|NOT IN USE AT PRESENT TIME|4
1827|FJ|A5379A|SUNDAY DORMATORY MASTER|10
1828|FJ2|A3234A|SUNDAY SUPERVISOR APART-NIU|10
1829|FJ3|A3130A|SUNDAY STUDY LOUNGE-NIU|10
1830|FK|A5279A|MACK DORMATORY MASTER|9
1831|FK2|A1923A|MACK SUPERVISOR APARTMENT-NIU|9
1832|FK3|A3305A|MACK STUDY LOUNGE-NIU|9
1833|FL|A5179B|GASTON DORMATORY MASTER|8
1834|FL10|A2523B|GASTON SUPERVISOR APARTMENT|8
1835|OP1|LA52789|AIRPORT HANGER GENERAL|153
1836|FL3|A2430B|GASTON PRAYER ROOM|8
1837|FL4|A2423B|GASTON VENDING ROOM|8
1838|FL5|A2434B|GASTON CLASSROOM|8
1839|XFL6|A2421B|GASTON COSMETOLOGY LAB|8
1840|FL7|A2416B|GASTON MAINT OFFICE & SHOP|8
1841|FL8|A2717B|GASTON STUDY LOUNGE|8
1842|FL9|A2413B|GASTON LAUNDRY ROOM|8
1843|FO|A5079B|SIDDONS DORMATORY MASTER-OLD|7
1844|FO2|A2004B|SIDDONS SUPERVISOR APART-NIU|7
1845|C196A|44224|BJES DESK IN STORAGE ROOM|43
1846|TR1|LK34427X|TRANSPORTATION OFFICES|149
1847|FR303|FR303|BJES ROOM 4D DESK|43
1848|FR306|FR306|BJES ROOM 6C DESK|43
1849|FR307|STEEL CASE|PUBLIC SAFETY DESK, BINGEL|38
1850|FR309  (P)|FR309|IVEY SUMMERLIN'S DESK|47
1851|FR310  (E)|FR310|BJES ROOM 6A DESK|43
1852|FR311|FR311|BJES ROOM 3A DESK|43
1853|FR317|STEELCASE|ACADEMY OFFICE H-6 DESK|59
1854|FR326|FR326|BJES ROOM 4B DESK|43
1855|FR340|FR340|BJES ROOM 4E DESK|43
1856|FR341|STEELCASE|IT STORAGE CABINET, SEIGWORTH|67
1857|JW32|LJ12305|CVA APARTMENT A-503|39
1858|FR347|FR347|BJES ROOM 3E DESK|43
1859|FR349|FR349|BJES ROOM 6B DESK|43
1860|FR368|FR368|BJES ROOM 3C DESK|43
1861|FR371|CHICAGO|AIRPORT HANGER PARTS DESK|153
1862|FR375|531531K103|PUBLIC SAFETY DESK|40
1863|FR376|FR376|BJES ROOM 3D DESK|43
1864|FR377|FR377|BJES ROOM 4A DESK|43
1865|FR379|STEELCASE|ACADEMY OFFICE H-3 DESK|59
1866|FR383|FR383|BJES ROOM 3B DESK|43
1867|FR386|STEELCASE|UP POOL HOUSE CHEMICAL CAB|55
1868|FR387|FR387|BJES ROOM 4C DESK|43
1869|FR389|CHICAGO|COGEN, ELECTRONICS CABINET|34
1870|FR400|YALE|WHM 108 FILE CABINET|68
1871|FR404|FR404|BJES ROOM 5D DESK|43
1872|FR409|FR409|BJES ROOM 4B DESK|43
1873|FR410|315315|DINING COMMON OFFICE DESK|159
1874|FR413|331533|BJES ROOM 5C DESK|43
1875|FR415|FR415|BJES LRC DESK|43
1876|FR426|STEELCASE|ACADEMY OFFICE H-4 DESK|59
1877|FR429|CHICAGO|VENDING OFFICE DESK|159
1878|FR431|STEELCASE|ACEDEMY OFFICE H-5 DESK|59
1879|FR435|STEELCASE|ACADEMY OFFICE H-8 DESK|59
1880|FR436|FR436|DESK RESERVE BOOK|36
1881|FR437|FR437|BJES ROOM 5B DESK|43
1882|FR440|STEELCASE|ACADEMY OFFICE H-1 DESK|59
1883|FR441|FR441|BJES ROOM 6D DESK|43
1884|FR448|STEEL CASE|AIRPORT HANGER MECHANIC CAB|153
1885|FX252|YALE|ITE BREAKER PANEL, NEW DORMS|29
1886|FX7|COPY|PHOTO FILE 7|14
1887|F112|MASTER|ACADEMY GYM LOCKERS 561-600|26
1888|F128|MASTER|ACADEMY GYM LOCKERS 1-560|26
1889|F148|MASTER|ACADEMY LOCKERS 1-300,501-632|62
1890|F205|MASTER|JUNIOR HIGH LOCKERS 227-256|59
1891|FA222|LC12983|FINE ARTS STUDIO 140|13
1892|F27|HUDSON|FINE ARTS STUDIO 114 FILE|13
1893|F3|LE86337X|UNUSUAL FILMS INSPECTION ROOM|16
1894|JAA154|LA78969|UP APARTMENT  15|55
1895|F312B|F312B|DESK|23
1896|F4|LE86317X|FILMS OFFICE|16
1897|SE15|LG54769|SEMINARY OFFICE 221|157
1898|D012A|62244|ACADEMY PERCUSION CABINET|63
1899|C095A|46224|HOSPITAL TRIAGE OTC DRAWERS|20
1900|GEK47|CORBIN|NARCOTIC BOX 2ND & 3RD FLOORS|20
1901|GEK51|CORBIN|NARCOTIC BOX 2ND FLOOR|20
1902|GEK59|CORBIN|NARCOTIC BOX 3RD FLOOR|20
1903|GE75|CORBIN|KLIEGL BOARD RODEHEAVER AUD|16
1904|GF15|GF15|NOTIFIER FIRE ALARM PANELS|67
1905|GF207|62642|SAS TRADE BUILDING CLASS DESK|47
1906|GF215|62426|WHM 103, HVAC DESK|66
1907|GF218|26426|BUSINESS OFFICE DESK|3
1908|GF221|62420|APPLIED STUDIES OFFICE 4 DESK|25
1909|JAA165|LA52763|UP APARTMENT  68|55
1910|GF238|20262|APPLIED STUDIES OFFICE 1 DESK|25
1911|GF241|64264|DESK OFFICE|23
1912|GF283|64040|COGEN, ALDERSON'S DESK|34
1913|GF302|46204|APPLIED STUDIES OFFICE 5 DESK|25
1914|GF303|42640|RECYCLING OFFICE DESK|67
1915|GF310|2462|APPLIED STUDIES OFFICE 8 DESK|25
1916|GF321|44240|APPLIED STUDIES OFFICE 6 DESK|25
1917|GF322|62262|DESK 2D FLOOR|16
1918|GF338|2020|APPLIED STUDIES OFFICE 3 DESK|25
1919|GF339|46402|DESK COSTUME ROOM|16
1920|GF346|46404|DESK KEY RM D|20
1921|GF348|42040|APPLIED STUDIES OFFICE 4 DESK|25
1922|GF371|40462|UPHOLSTERY SHOP DESK|45
1923|GF372|40426|APPLIED STUDIES OFFICE A DESK|25
1924|GF379  (A)|40402|ADMIN, PROMOTIONS DESK|3
1925|HON123|ESP|SPEECH OFFICE 5A DESK|6
1926|GF399|44262|APPLIED STUDIES OFFICE 2 DESK|25
1927|GF509|YALE|AIRPORT HANGER MECHANIC DESK|153
1928|GF528|YALE|EXTENDED ED, CASILLAS DESK|3
1929|C403A|22000|WHM 107, RECYCLING DESK|67
1930|GF566|YALE|RECORDS OFFICE DESK, PECK|3
1931|JW36|LJ54105|CVA APARTMENT A-406|39
1932|JW35|LJ94705|CVA APARTMENT A-104|39
1933|GF589|YALE|RECORDS OFFICE DESK, EXTRA|3
1934|GF591|YALE|SECT DESK KEY|62
1935|GF597|YALE|DESK IN PRESS WHSE|47
1936|GF610|YALE|FILMS FILE CABINET|16
1937|P622|MASTER|SAS CASH BOX|25
1938|GF632|YALE|RECORDS OFFICE DESK, THOMAS|3
1939|321|5334|FMA PROG & PROD DRAWERS|15
1940|GF656|YALE|REGISTRAR'S SECRETARY'S DESK|3
1941|TR2|LK34447X|TRANPORTATION EXTERIOR DOORS|149
1942|MM138|MM138|BJES LEARNING RESOURSE DESK|43
1943|CS71|CS71|PRESS WAREHOUSE RF GUN CAB|23
1944|C076A (AD)|44464|DESK IN CAROLYN FORBE'S OFFIC|3
1945|GG|A5879E|MACK LIBRARY MASTER|36
1946|GGM4|A2370K|PRESS WAREHOUSE EXTERIOR|47
1947|GGM5|A2333K|PRESS WAREHOUSE MEN'S ROOM|47
1948|CREST70|CREST70|FREINDSHIP BANQUET CASE|40
1949|62|NATIONAL|ALUMNI OFFICE 69 FILE CABINET|37
1950|FA230|LC12383|FINE ARTS STUDIO 244|13
1951|D53U1NP|MEDECO|WEST GATE WEAPONS CABINET|34
1952|D53UMK|MEDECO|WEST GATE WEAPONS CABINET MAS|34
1953|ER33|LA76343|REVEAL ROOM 225|30
1954|HON180 (A)|ESP|ACADEMY CLASSROOM DESK|62
1955|CAT30  (A)|CORBIN|ACADEMY CABINETS / AV DESK|64
1956|FR399|151551|ANNEX SAFETY TRAINING DESK|40
1957|FA217|LC92783|FINE ARTS STUDIO 141 (DR.GUS)|13
1958|FA235|LC54983|FINE ARTS STUDIO 142|13
1959|FA220|LC72983|FINE ARTS STUDIO 143|13
1960|FA248|LC76783|FINE ARTS STUDIO 144|13
1961|FA229|LC92383|FINE ARTS STUDIO 145|13
1962|FA234|LC14783|FINE ARTS STUDIO 222|13
1963|FA228|LC72383|FINE ARTS STUDIO 223|13
1964|FA245|LC94383|FINE ARTS STUDIO 225|13
1965|FA232|LC74783|FINE ARTS STUDIO 228|13
1966|FA247|LC56783|FINE ARTS STUDIO 229|13
1967|FA252|LC76983|FINE ARTS STUDIO 230|13
1968|FA218|LC12783|FINE ARTS STUDIO 231|13
1969|FA246|LC14383|FINE ARTS STUDIO 232|13
1970|FA253|LC96983|FINE ARTS STUDIO 233|13
1971|FA221|LC92983|FINE ARTS STUDIO 234|13
1972|FA254|LC16983|FINE ARTS STUDIO 235|13
1973|FA251|LC56983|FINE ARTS STUDIO 236|13
1974|FA226|LC12183|FINE ARTS STUDIO 127|13
1975|FA250|LC16783|FINE ARTS STUDIO 238|13
1976|FA233|LC94783|FINE ARTS STUDIO 239|13
1977|FA219|LC52983|FINE ARTS STUDIO 240|13
1978|FA231|LC54783|FINE ARTS STUDIO 241|13
1979|FA249|LC96783|FINE ARTS STUDIO 242|13
1980|FA227|LC52383|FINE ARTS STUDIO 243|13
1981|GGM6|A2319K|PRESS WAREHOUSE LADIES ROOM|47
1982|GGM7|A3091K|SAS TRADES BUILDING|47
1983|GGM8|A2334K|SAS TRADE BUILDING TOOL ROOM|47
1984|FH227|LC94169|9 TASSEL TRAIL|152
1985|HON141|ESP|CLEANERS MANAGER'S DESK|24
1986|JAA188|LA14963|UP APARTMENT 106|56
1987|C500A|4640|ANNEX ENSEMBLE WARDROBE CAB|40
1988|ML21|12543|GASTON LOST & FOUND CABINETS|8
1989|G166-10|G166-10|2 DRAWER FILE CABINET|37
1990|MM125|TES KEY|BJES ROOM 1C DESK|66
1991|992|YALE|PRINT SHOP FILE CABINETS|23
1992|FI3|LJ64600X|GRACE HAIGHT INTERIOR MASTER|4
1993|FI4|LJ64633X|GRACE HAIGHT OFFICE 100|4
1994|FI5|LJ64635X|GRACE HAIGHT OFFICE 202|4
1995|FI6|LJ64637X|GRACE HAIGHT OFFICE 203|4
1996|G237|YALE|ELECTRONICS KEY BOX|67
1997|G240|CHICAGO SD|SECURITY DESK 308|4
1998|FI7|LJ64653X|GRACE HAIGHT OFFICE 204|4
1999|FI8|LJ64655X|GRACE HAIGHT OFFICE 205|4
2000|FI9|LJ64657X|GRACE HAIGHT OFFICE 206|4
2001|FI10|LJ64673X|GRACE HAIGHT OFFICE 207|4
2002|142|3633|ALUMNI OFFICE 69 FILE CABINET|37
2003|310||SOCIAL PARLOR POOL TABLE|14
2004|424|424|PRINT SHOP DISPLAY CASE|23
2005|HC011|HURD|ALARM DOOR GYM END|20
2006|PC|PC|ACADEMY PERCUSSION CABINET|63
2007|JAA102|LA72769|UP APARTMENT  35|55
2008|HH41|CORBIN|CABINET SHOP KEY SWITCH|44
2009|HL277|HUDSON|NAPCO DIALER MASTER|67
2010|HL300|HUDSON|VENDING OFFICE KEY BOX|159
2011|3220|1556|AIRPORT AUTHORITY PADLOCKS|153
2012|HL302|HUDSON|UPS|34
2013|HL312|HADSON|SMALL LINE FREEZER|159
2014|HL321|HUDSON|AIRPORT HANGER PARTS DESK|153
2015|HMV18|CHICAGO|FINE ARTS RTV RELAY LOCKS|13
2016|HN1|A2030Q|BROKENSHIRE EXTERIOR DOOR-NIU|31
2017|HON311|HUDSON|ED TECH FILE CABINET|47
2018|HON101|ESP|GFA DESK, ARTHUR COOK|150
2019|HON105|ESP|WHM 207 FILE CABINET|67
2020|HON106|HON106|PUBLIC SAFETY OFFICE DESK|40
2021|HON107 (F)|ESP|FINE ARTS RTV OFFICE FILE CAB|13
2022|HON110 (M)|ESP|GFA DESK, ASSOCIATE DIRECTOR|150
2023|HON115|ESP|FINE ARTS ROOM 1 FILE CABINET|13
2024|HON117|ESP|ACADEMY OFFICE M-1 FILE|64
2025|HON133|ESP|TELECOMMUNICATIONS FILE|12
2026|HON134|ESP|ACADEMY ROOM MA-10 DESK|62
2027|HON135|ESP|WHM 204, DATA PROCESSING FILE|67
2028|HON137|ESP|WELCOME CENTER DESK|38
2029|HON145|HON145|SNACK SHOP/ HR OFFICE DESK|14
2030|HON146|ESP|IT DESK, FOSTER|68
2031|HON147|ESP|GARRETT 130, GFA DESK|150
2032|HON148 (G)|ESP 11433|GFA DESK, MOSS|150
2033|HON149|ESP|GFA DESK, DEWEY|150
2034|HON150|ESP|WEST GATE FILE CABINET|38
2035|TR3|LK34467X|TRANSPORTATION EXTERIOR DOORS|149
2036|HON172|ESP|WHM 203, SAFETY FILE CABINET|67
2037|HON196|ESP|JUNIOR HIGH DESK|59
2038|HON199|ESP|JUNIOR HIGH H-105 DESK|59
2039|HON200|ESP|JUNIOR HIGH H-103 DESK|59
2040|HON201|ESP|JUNIOR HIGH H-111, H-113 DESK|59
2041|HON308|HUDSON|DESK AT AUDIO SERVICES|15
2042|HON310|HUDSON|ANNEX SAFETY FILE CABINET|40
2043|6826|CRL|DISPLAY CASE GLASS DOORS|2
2044|HON321|HUDSON|GARRETT 130, GFA FILE|150
2045|HON330 (G)|HUDSON|GFA FILE, L JONES|150
2046|H12|HUDSON|PAPER TOWEL DISPENSERS|36
2047|HON336|HUDSON|WHM 212 PRESS FILE CABINET|68
2048|HON363|HUDSON|PUBLIC SAFETY FILE CABINET|38
2049|HON364|HUDSON|BJES COMPUTER ROOM FILE CAB|43
2050|108R|ESP|FINE ARTS OFFICE 26 DESK|13
2051|HON367|HUDSON|GFA FILE, PALMER|150
2052|HON381|HUDSON|FILE AT PRESS ANNEX|40
2053|HON394|HUDSON|FILE CAB - MRS. GUSTAUFSON'S|3
2054|10L200|64011|ANNEX PRESS BUS OFFICE CAB|40
2055|HON425|HUDSON|WHM 203 SAFETY FILE CABINET|40
2056|JAA157|LA58169|UP APARTMENT  30|55
2057|HX254|YALE|PADLOCK ELECTRICAL|67
2058|H067|A067|CASH DRAWER LOCK|24
2059|JAA103|LA92769|UP APARTMENT   46|55
2060|H107|HUDSON|FILE CABINET-PUBLIC LIASON|40
2061|H120|H120|ANNEX ART DEPARTMENT FILE|40
2062|H122|H122|ACADEMY FILE CABINET|62
2063|FI11|LJ64675X|GRACE HAIGHT OFFICE 208|4
2064|H1334|H1334|GARRETT 130, GFA FILE CABINET|150
2065|H136|H136|BUSINESS OFFICE FILE CABINET|3
2066|FI12|LJ64677X|GRACE HAIGHT OFFICE 210|4
2067|FI13|LJ48475X|GRACE HAIGHT THIRD FLOOR LABS|4
2068|FI14|LJ46475X|GRACE HAIGHT 1ST FLOOR ROOMS|4
2069|LX38|10L446|LOCKOUT PADLOCK|34
2070|H1846|DOVER|DOVER STOP KEY ELEVATOR|18
2071|H1848|DOVER|ELEVATORS, SCIENCE & ALUMNI|37
2072|LX39|10L635|LOCKOUT PADLOCK|34
2073|LX40|10L099|LOCKOUT PADLOCK|34
2074|H2007|H2007|COKE FOUNTAIN|14
2075|C044A|22262|GASTON, TOOL CABINETS|8
2076|KAWAI|KAWAI|BJES KAWAI PIANOS IN LAB|43
2077|NEILSEN|NEILSEN|BJES OFFICE CASH BOX|43
2078|H230|H230|FILE CABINET|67
2079|H2341|H2341|CVA C WING TRASH COMPACTOR|39
2080|H2387|CHICAGO|SCIENCE ROOM 105 FOSSIL CAB|18
2081|H2389|DOVER|ALUMNI ELEVATOR CONTROLS|37
2082|H2395|DOVER|DOVER CONTRAL ELEVATOR|18
2083|JAA152|LA18769|UP APARTMENT   3        (GFA)|55
2084|H285|ILLINOIS|FILE CABINET P AND P|15
2085|H315|ILLINOIS|ELEVATOR LIGHT & FAN|20
2086|H321|H321|FILE CABINET PERSONNEL|3
2087|H363|H363|ADMIN 5 DRAWER FILE|3
2088|BR1|LA72149|BRASHIER OFFICE C, SMITH|155
2089|PRF|LA34785|WHM 211 PRESS CS MASTERKEY|68
2090|GG131|GG131|BJES SPEECH THERAPIST DESK|43
2091|1339|CHICAGO|FILE IN UNUSUAL TOURS|14
2092|H606|H606|BARBER COLMAN CABINET|67
2093|H661|HUDSON|SOCIAL PARLOR CHANDELIER|14
2094|1320|CHICAGO|FILE CABINET|14
2095|L002|HUDSON|FILE IN UNUSUAL TOURS|14
2096|L009|HUDSON|FILE IN UNUSUAL TOURS|14
2097|IDEAL|IDEAL|18 SENNET DRIVE, STORM  NUI|114
2098|ITT|HUDSON|TELECOMMUNICATIONS FILE|12
2099|JAA174|LA72163|UP APARTMENT  83|55
2100|C165A|26624|FMA PROG & PROD CABINETS|15
2101|C469A|40266|SOCIAL PARLOR FILE CABINET|14
2102|C097A (FA)|46664|FINE ARTS RTV OFFICE DRAWERS|13
2103|B1   (WHM)|LF64325X|WHM TEMPORARY LOCKS|67
2104|HON320|HUDSON|PRESS BUSINESS OFFICE FILE|40
2105|HON327|HUDSON|FINE ARTS STUDIO 235 FILE CAB|13
2106|ML26|14741|GROUNDS MAINTENANCE TOOL BOX|49
2107|L005|HUDSON|WHM 203, COMP SERVICES FILES|67
2108|S137|STEELCASE|PRES ASST'S FILE CABINET|3
