ID,OLDID,NUMBER,KEYTYPEID
23051,23600,0,2664
23052,23601,0,841
23053,23602,0,2133
23054,23603,0,3285
23055,23604,0,2938
23056,23605,0,3148
23057,23606,0,1591
23058,23607,0,2179
23059,23608,0,924
23060,23609,0,3494
23061,23610,0,926
23062,23611,0,926
23063,23612,0,783
23064,23613,0,2590
23065,23614,0,1904
23066,23615,0,3006
23067,23616,0,411
23068,23617,0,411
23069,23618,0,1105
23070,23619,0,2544
23071,23620,0,3027
23072,23621,0,2404
23073,23622,0,1591
23074,23623,0,1591
23075,23624,0,1591
23076,23625,0,1591
23077,23626,0,1591
23078,23627,0,1591
23079,23628,0,1591
23080,23629,0,1591
23081,23630,0,3009
23082,23631,0,2615
23083,23632,0,2615
23084,23633,0,2615
23085,23634,0,2265
23086,23635,0,2265
23087,23636,0,2265
23088,23637,0,2265
23089,23638,0,1707
23090,23639,0,3429
23091,23640,0,1591
23092,23641,0,3010
23093,23642,0,3369
23094,23643,0,733
23095,23644,0,352
23096,23645,0,358
23097,23646,0,2608
23098,23647,0,2015
23099,23648,0,926
23100,23649,0,3134
23101,23650,0,757
23102,23651,0,2682
23103,23652,0,1031
23104,23653,0,1591
23105,23654,0,1704
23106,23655,0,2081
23107,23656,0,948
23108,23657,0,2028
23109,23658,0,697
23110,23659,0,514
23111,23660,0,2145
23112,23661,0,2145
23113,23662,0,2600
23114,23663,0,2137
23115,23664,0,881
23116,23665,0,2600
23117,23666,0,771
23118,23667,0,541
23119,23668,0,764
23120,23669,0,2148
23121,23670,0,2519
23122,23671,0,2519
23123,23672,0,2519
23124,23673,0,2519
23125,23674,0,2519
23126,23675,0,2519
23127,23676,0,2519
23128,23677,0,2519
23129,23678,0,178
23130,23679,0,1904
23131,23680,0,574
23132,23681,0,2005
23133,23682,0,783
23134,23683,0,2345
23135,23684,0,2590
23136,23685,0,2590
23137,23686,0,150
23138,23687,0,3327
23139,23688,0,1783
23140,23689,0,872
23141,23690,0,1105
23142,23691,0,3101
23143,23692,0,2105
23144,23693,0,446
23145,23694,0,3292
23146,23695,0,1105
23147,23696,0,1591
23148,23697,0,2983
23149,23698,0,2983
23150,23699,0,3619
23151,23700,0,2544
23152,23701,0,783
23153,23702,0,644
23154,23703,0,1904
23155,23704,0,913
23156,23705,0,783
23157,23706,0,2590
23158,23707,0,2966
23159,23708,0,1904
23160,23709,0,783
23161,23710,0,2590
23162,23711,0,6
23163,23712,0,778
23164,23713,0,1474
23165,23714,0,926
23166,23715,0,637
23167,23716,0,1454
23168,23717,0,1454
23169,23718,0,1500
23170,23719,0,2019
23171,23720,0,3482
23172,23721,0,3151
23173,23722,0,2021
23174,23723,0,672
23175,23724,0,673
23176,30359,39,2431
23177,23726,0,674
23178,23727,0,1131
23179,23728,0,675
23180,23729,0,675
23181,23730,0,676
23182,23731,0,678
23183,23732,0,679
23184,23733,0,929
23185,23734,0,3355
23186,23735,0,1024
23187,23736,0,2556
23188,23737,0,434
23189,23738,0,224
23190,23739,0,1091
23191,23740,0,2027
23192,23741,0,208
23193,23742,0,1591
23194,23743,0,1954
23195,23744,0,841
23196,23745,0,3337
23197,23746,0,3337
23198,23747,0,926
23199,23748,0,926
23200,23749,0,3337
23201,23750,0,926
23202,23751,0,3460
23203,23752,0,452
23204,23753,0,197
23205,23754,0,2034
23206,30360,7,2278
23207,23756,0,528
23208,23757,0,3171
23209,23758,0,394
23210,23759,0,1742
23211,23760,0,2179
23212,23761,0,702
23213,23762,0,3498
23214,23763,0,3021
23215,23764,0,751
23216,23765,0,751
23217,23766,0,751
23218,23767,0,459
23219,23768,0,1591
23220,23769,0,1591
23221,23770,0,1591
23222,23771,0,2090
23223,23772,0,926
23224,23773,0,1591
23225,23774,0,1591
23226,23775,0,926
23227,23776,0,929
23228,23777,0,926
23229,23778,0,2210
23230,23779,0,926
23231,23780,0,1591
23232,23781,0,1591
23233,23782,0,1591
23234,23783,0,926
23235,23784,0,2210
23236,23785,0,926
23237,23786,0,1591
23238,23787,0,926
23239,23788,0,2210
23240,23789,0,2210
23241,23790,0,2210
23242,23791,0,2544
23243,23792,0,2544
23244,23793,0,451
23245,23794,0,926
23246,23795,0,926
23247,23796,0,2210
23248,23797,0,926
23249,23798,0,774
23250,23799,0,392
23251,23800,0,2210
23252,23801,0,926
23253,23802,0,2210
23254,23803,0,2210
23255,23804,0,2210
23256,23805,0,1591
23257,23806,0,1591
23258,23807,0,926
23259,23808,0,926
23260,23809,0,1591
23261,23810,0,1591
23262,23811,0,1591
23263,23812,0,1591
23264,23813,0,1106
23265,23814,0,1106
23266,23815,0,914
23267,23816,0,915
23268,23817,0,2087
23269,23818,0,1591
23270,23819,0,926
23271,23820,0,2312
23272,23821,0,2497
23273,23822,0,459
23274,23823,0,3242
23275,23824,0,704
23276,23825,0,1037
23277,23826,0,881
23278,23827,0,926
23279,23828,0,929
23280,23829,0,1041
23281,23830,0,2210
23282,23831,0,2210
23283,23832,0,3285
23284,23833,0,926
23285,23834,0,1591
23286,23835,0,1591
23287,23836,0,358
23288,23837,0,459
23289,23838,0,926
23290,23839,0,2655
23291,23840,0,1251
23292,23841,0,2266
23293,23842,0,2266
23294,23843,0,2054
23295,23844,0,926
23296,23845,0,566
23297,23846,0,542
23298,23847,0,2015
23299,23848,0,2210
23300,23849,0,783
23301,23850,0,2519
23302,23851,0,2519
23303,23852,0,2519
23304,23853,0,1682
23305,23854,0,2024
23306,23855,0,1683
23307,23856,0,3066
23308,23857,0,414
23309,23858,0,417
23310,23859,0,3285
23311,23860,0,1692
23312,23861,0,1692
23313,23862,0,2384
23314,23863,0,2384
23315,23864,0,926
23316,23865,0,2160
23317,23866,0,3460
23318,23867,0,2544
23319,23868,0,1695
23320,23869,0,2673
23321,23870,0,3515
23322,23871,0,1799
23323,23872,0,1800
23324,23873,0,1591
23325,23874,0,1030
23326,23875,0,2590
23327,23876,0,1904
23328,23877,0,1800
23329,23878,0,1007
23330,23879,0,1800
23331,23880,0,3483
23332,23881,0,1820
23333,23882,0,1820
23334,23883,0,1791
23335,23884,0,1088
23336,23885,0,2145
23337,23886,0,1934
23338,23887,0,2226
23339,23888,0,2226
23340,23889,0,724
23341,23890,0,1801
23342,23891,0,3074
23343,23892,0,1819
23344,23893,0,924
23345,23894,0,1086
23346,23895,0,1943
23347,23896,0,1684
23348,23897,0,1684
23349,23898,0,2006
23350,23899,0,926
23351,23900,0,783
23352,23901,0,2112
23353,23902,0,2424
23354,23903,0,206
23355,23904,0,1591
23356,23905,0,783
23357,23906,0,783
23358,23907,0,2963
23359,23908,0,1817
23360,23909,0,2009
23361,23910,0,2009
23362,23911,0,711
23363,23912,0,2015
23364,23913,0,926
23365,23914,0,926
23366,23915,0,731
23367,23916,0,3303
23368,23917,0,1996
23369,23918,0,2061
23370,23919,0,2423
23371,23920,0,548
23372,23921,0,705
23373,23922,0,872
23374,23923,0,1041
23375,23924,0,2147
23376,23925,0,1940
23377,23926,0,3184
23378,23927,0,533
23379,23928,0,533
23380,30361,8,2278
23381,30362,9,4240
23382,30363,13,4151
23383,23932,0,537
23384,23933,0,537
23385,23934,0,537
23386,23935,0,916
23387,23936,0,2049
23388,23937,0,3282
23389,23938,0,894
23390,23939,0,894
23391,23940,0,2754
23392,23941,0,1048
23393,23942,0,1048
23394,23943,0,1049
23395,23944,0,1050
23396,23945,0,1050
23397,23946,0,1051
23398,23947,0,1479
23399,23948,0,1985
23400,23949,0,1044
23401,23950,0,1742
23402,23951,0,2529
23403,23952,0,2526
23404,23953,0,1742
23405,23954,0,429
23406,23955,0,2613
23407,23956,0,2613
23408,23957,0,2034
23409,23958,0,2867
23410,23959,0,2867
23411,23960,0,2061
23412,23961,0,196
23413,23962,0,2967
23414,23963,0,2609
23415,23964,0,1041
23416,23965,0,2384
23417,23966,0,3295
23418,23967,0,654
23419,23968,0,1794
23420,23969,0,727
23421,23970,0,2210
23422,23971,0,2217
23423,23972,0,3300
23424,23973,0,2799
23425,23974,0,2799
23426,23975,0,2799
23427,23976,0,2210
23428,23977,0,357
23429,23978,0,3227
23430,23979,0,3227
23431,23980,0,3227
23432,23981,0,3246
23433,23982,0,924
23434,23983,0,774
23435,23984,0,2664
23436,23985,0,3379
23437,23986,0,1493
23438,23987,0,2210
23439,23988,0,3268
23440,23989,0,3268
23441,23990,0,3336
23442,23991,0,3336
23443,23992,0,3301
23444,23993,0,3301
23445,23994,0,3319
23446,23995,0,3319
23447,23996,0,3201
23448,23997,0,3201
23449,23998,0,2994
23450,23999,0,2994
23451,24000,0,3015
23452,24001,0,3015
23453,24002,0,3064
23454,24003,0,3064
23455,24004,0,3082
23456,24005,0,3082
23457,24006,0,3168
23458,24007,0,3168
23459,24008,0,2599
23460,24009,0,1494
23461,24010,0,3154
23462,24011,0,1591
23463,24012,0,1759
23464,24013,0,2784
23465,24014,0,2784
23466,24015,0,2784
23467,24016,0,2784
23468,24017,0,2784
23469,24018,0,2784
23470,24019,0,2784
23471,24020,0,1452
23472,24021,0,1452
23473,24022,0,1452
23474,24023,0,1452
23475,24024,0,1452
23476,24025,0,2779
23477,24026,0,2779
23478,24027,0,2779
23479,24028,0,1591
23480,24029,0,1662
23481,24030,0,2011
23482,24031,0,2011
23483,24032,0,2011
23484,24033,0,2011
23485,24034,0,3337
23486,24035,0,3460
23487,30364,21,2754
23488,30369,40,321
23489,30370,28,4290
23490,30371,29,4290
23491,30372,30,4290
23492,30373,31,4290
23493,30374,32,4290
23494,24043,0,544
23495,30375,7,1014
23496,30376,5,4144
23497,30377,6,3320
23498,30378,5,1542
23499,30379,4,2926
23500,30380,5,2926
23501,30381,4,2940
23502,30382,4,1576
23503,30383,5,1576
23504,30384,2,4271
23505,30386,2,491
23506,30387,3,491
23507,30388,4,491
23508,24057,0,567
23509,24058,0,565
23510,24059,0,367
23511,24060,0,518
23512,24061,0,518
23513,24062,0,554
23514,24063,0,549
23515,24064,0,549
23516,24065,0,573
23517,24066,0,573
23518,24067,0,570
23519,24068,0,570
23520,24069,0,530
23521,24070,0,529
23522,24071,0,528
23523,24072,0,528
23524,24073,0,3374
23525,24074,0,542
23526,24075,0,540
23527,24076,0,546
23528,24077,0,545
23529,24078,0,563
23530,24079,0,561
23531,24080,0,514
23532,24081,0,538
23533,24082,0,575
23534,30389,5,491
23535,24084,0,2060
23536,24085,0,3267
23537,24086,0,355
23538,24087,0,1702
23539,24088,0,550
23540,24089,0,547
23541,24090,0,1050
23542,30390,6,491
23543,30391,7,491
23544,24093,0,531
23545,24094,0,557
23546,24095,0,1591
23547,24096,0,926
23548,24097,0,926
23549,24098,0,531
23550,24099,0,539
23551,24100,0,539
23552,24101,0,1076
23553,24102,0,1078
23554,24103,0,1078
23555,24104,0,926
23556,24105,0,926
23557,24106,0,3020
23558,24107,0,3020
23559,24108,0,1204
23560,24109,0,2098
23561,24110,0,2544
23562,24111,0,2210
23563,24112,0,565
23564,24113,0,855
23565,24114,0,926
23566,24115,0,1788
23567,24116,0,926
23568,24117,0,926
23569,24118,0,926
23570,24119,0,2210
23571,24120,0,3476
23572,24121,0,378
23573,24122,0,1591
23574,24123,0,368
23575,24124,0,1262
23576,24125,0,230
23577,24126,0,1547
23578,24127,0,878
23579,24128,0,751
23580,24129,0,2544
23581,24130,0,2544
23582,24131,0,392
23583,24132,0,522
23584,24133,0,3460
23585,24134,0,232
23586,24135,0,2475
23587,24136,0,2615
23588,24137,0,2544
23589,24138,0,408
23590,24139,0,2182
23591,24140,0,522
23592,24141,0,391
23593,24142,0,789
23594,24143,0,541
23595,24144,0,650
23596,24145,0,3257
23597,24146,0,1823
23598,24147,0,535
23599,24148,0,408
23600,24149,0,3882
23601,30393,64,295
23602,24151,0,1512
23603,24152,0,1565
23604,24153,0,1566
23605,24154,0,1589
23606,24155,0,1589
23607,24156,0,367
23608,24157,0,3369
23609,24158,0,1559
23610,24159,0,390
23611,24160,0,1069
23612,24161,0,774
23613,24162,0,387
23614,24163,0,1134
23615,24164,0,1134
23616,24165,0,3369
23617,24166,0,218
23618,24167,0,1591
23619,24168,0,1591
23620,24169,0,2189
23621,24170,0,1591
23622,24171,0,1591
23623,24172,0,1591
23624,24173,0,1591
23625,24174,0,1591
23626,24175,0,1591
23627,24176,0,1591
23628,24177,0,1591
23629,24178,0,1591
23630,24179,0,1591
23631,24180,0,1591
23632,24181,0,1591
23633,24182,0,1591
23634,24183,0,1591
23635,24184,0,1591
23636,24185,0,1591
23637,24186,0,1591
23638,24187,0,1591
23639,24188,0,1591
23640,24189,0,1591
23641,24190,0,1591
23642,24191,0,1591
23643,24192,0,1591
23644,24193,0,1591
23645,24194,0,1591
23646,24195,0,1591
23647,24196,0,1591
23648,24197,0,1591
23649,24198,0,1591
23650,24199,0,1591
23651,24200,0,1591
23652,24201,0,1591
23653,24202,0,1591
23654,24203,0,1591
23655,24204,0,1591
23656,24205,0,1591
23657,24206,0,1591
23658,24207,0,1591
23659,24208,0,1591
23660,24209,0,1591
23661,24210,0,1591
23662,24211,0,1591
23663,24212,0,1591
23664,24213,0,1591
23665,24214,0,1591
23666,24215,0,1591
23667,24216,0,1591
23668,24217,0,1591
23669,24218,0,1591
23670,24219,0,1591
23671,24220,0,1591
23672,24221,0,1591
23673,24222,0,1591
23674,24223,0,1591
23675,24224,0,1591
23676,24225,0,1591
23677,24226,0,1591
23678,24227,0,1591
23679,24228,0,1591
23680,24229,0,1591
23681,24230,0,1591
23682,24231,0,1591
23683,24232,0,1591
23684,24233,0,1591
23685,24234,0,1591
23686,24235,0,1591
23687,24236,0,1591
23688,24237,0,1591
23689,24238,0,1591
23690,24239,0,1591
23691,24240,0,855
23692,24241,0,1955
23693,24242,0,874
23694,24243,0,926
23695,24244,0,1591
23696,24245,0,630
23697,24246,0,926
23698,24247,0,926
23699,30392,8,491
23700,30394,11,2581
23701,24250,0,1991
23702,24251,0,2429
23703,24252,0,2429
23704,24253,0,926
23705,24254,0,394
23706,24255,0,3071
23707,24256,0,3212
23708,24257,0,4132
23709,24258,0,3230
23710,24259,0,2654
23711,24260,0,3263
23712,24261,0,3272
23713,24262,0,660
23714,24263,0,377
23715,24264,0,3324
23716,24265,0,3343
23717,24266,0,3346
23718,24267,0,3346
23719,24268,0,3367
23720,24269,0,3367
23721,24270,0,3376
23722,24271,0,3376
23723,24272,0,3397
23724,24273,0,3397
23725,24274,0,3461
23726,24275,0,3479
23727,24276,0,3492
23728,24277,0,2213
23729,24278,0,530
23730,24279,0,3188
23731,24280,0,3188
23732,24281,0,1742
23733,24282,0,437
23734,24283,0,438
23735,24284,0,438
23736,24285,0,393
23737,24286,0,866
23738,24287,0,2979
23739,24288,0,3583
23740,24289,0,881
23741,24290,0,3584
23742,24291,0,3033
23743,24292,0,3032
23744,24293,0,961
23745,24294,0,961
23746,24295,0,2028
23747,24296,0,376
23748,24297,0,386
23749,24298,0,2210
23750,24299,0,2210
23751,24300,0,384
23752,24301,0,1682
23753,24302,0,872
23754,24303,0,1235
23755,24304,0,2210
23756,24305,0,924
23757,24306,0,2210
23758,24307,0,2210
23759,24308,0,3603
23760,24309,0,3603
23761,24310,0,3608
23762,24311,0,3608
23763,24312,0,1591
23764,24313,0,2590
23765,24314,0,1591
23766,24315,0,1476
23767,24316,0,2050
23768,24317,0,3615
23769,24318,0,3616
23770,24319,0,3616
23771,24320,0,1591
23772,24321,0,1591
23773,24322,0,924
23774,24323,0,1591
23775,24324,0,1640
23776,24325,0,1591
23777,24326,0,1591
23778,24327,0,2210
23779,24328,0,1675
23780,24329,0,2412
23781,24330,0,3473
23782,24331,0,1591
23783,24332,0,2413
23784,24333,0,3280
23785,24334,0,3339
23786,24335,0,3646
23787,24336,0,3339
23788,24337,0,3646
23789,24338,0,1030
23790,24339,0,1556
23791,24340,0,3648
23792,24341,0,3649
23793,24342,0,3650
23794,24343,0,3651
23795,24344,0,952
23796,24345,0,806
23797,24346,0,1667
23798,24347,0,1667
23799,24348,0,3195
23800,24349,0,3652
23801,24350,0,872
23802,24351,0,872
23803,24352,0,1591
23804,24353,0,1591
23805,24354,0,2051
23806,24355,0,1675
23807,24356,0,1591
23808,24357,0,1591
23809,24358,0,1591
23810,24359,0,1591
23811,24360,0,1591
23812,24361,0,1591
23813,24362,0,872
23814,24363,0,809
23815,24364,0,2435
23816,24365,0,3072
23817,24366,0,839
23818,24367,0,3145
23819,24368,0,2033
23820,24369,0,721
23821,24370,0,723
23822,24371,0,728
23823,24372,0,728
23824,24373,0,1133
23825,24374,0,2193
23826,24375,0,2198
23827,24376,0,2198
23828,24377,0,2188
23829,24378,0,2093
23830,24379,0,2093
23831,24380,0,2194
23832,24381,0,2194
23833,24382,0,2194
23834,24383,0,2194
23835,24384,0,2194
23836,24385,0,2549
23837,24386,0,2549
23838,24387,0,2188
23839,24388,0,1589
23840,24389,0,3050
23841,24390,0,3188
23842,24391,0,3188
23843,24392,0,2435
23844,24393,0,435
23845,24394,0,1591
23846,24395,0,2122
23847,24396,0,1591
23848,24397,0,1251
23849,24398,0,2223
23850,24399,0,3141
23851,24400,0,2210
23852,24401,0,4132
23853,24402,0,926
23854,24403,0,926
23855,24404,0,1698
23856,24405,0,3255
23857,24406,0,3259
23858,24407,0,3251
23859,24408,0,3256
23860,24409,0,1591
23861,24410,0,2011
23862,24411,0,2983
23863,24412,0,872
23864,24413,0,872
23865,24414,0,536
23866,24415,0,536
23867,24416,0,926
23868,24417,0,926
23869,24418,0,2605
23870,24419,0,2544
23871,24420,0,568
23872,24421,0,568
23873,24422,0,568
23874,24423,0,567
23875,24424,0,567
23876,24425,0,565
23877,24426,0,564
23878,24427,0,521
23879,24428,0,520
23880,24429,0,519
23881,24430,0,519
23882,24431,0,558
23883,24432,0,558
23884,24433,0,558
23885,24434,0,557
23886,24435,0,557
23887,24436,0,556
23888,24437,0,556
23889,24438,0,555
23890,24439,0,555
23891,24440,0,554
23892,24441,0,554
23893,24442,0,553
23894,24443,0,553
23895,24444,0,552
23896,24445,0,552
23897,24446,0,550
23898,24447,0,549
23899,24448,0,548
23900,24449,0,548
23901,24450,0,573
23902,24451,0,572
23903,24452,0,572
23904,24453,0,572
23905,24454,0,571
23906,24455,0,571
23907,24456,0,570
23908,24457,0,569
23909,24458,0,534
23910,24459,0,532
23911,24460,0,532
23912,24461,0,531
23913,24462,0,574
23914,24463,0,529
23915,24464,0,529
23916,24465,0,527
23917,24466,0,3374
23918,24467,0,542
23919,24468,0,541
23920,24469,0,540
23921,24470,0,540
23922,24471,0,526
23923,24472,0,526
23924,24473,0,575
23925,24474,0,525
23926,24475,0,525
23927,24476,0,524
23928,24477,0,524
23929,24478,0,523
23930,24479,0,523
23931,24480,0,522
23932,24481,0,547
23933,24482,0,546
23934,24483,0,545
23935,24484,0,545
23936,24485,0,544
23937,24486,0,544
23938,24487,0,543
23939,24488,0,543
23940,24489,0,543
23941,24490,0,563
23942,24491,0,563
23943,24492,0,562
23944,24493,0,562
23945,24494,0,561
23946,24495,0,561
23947,24496,0,560
23948,24497,0,560
23949,24498,0,560
23950,24499,0,559
23951,24500,0,559
23952,24501,0,517
23953,24502,0,516
23954,24503,0,516
23955,24504,0,516
23956,24505,0,515
23957,24506,0,514
23958,24507,0,513
23959,24508,0,513
23960,24509,0,512
23961,24510,0,512
23962,24511,0,512
23963,24512,0,538
23964,24513,0,538
23965,24514,0,2465
23966,24515,0,2465
23967,24516,0,2465
23968,24517,0,3176
23969,24518,0,3176
23970,24519,0,3176
23971,24520,0,3490
23972,24521,0,3490
23973,24522,0,3490
23974,24523,0,3696
23975,24524,0,3703
23976,24525,0,3704
23977,30395,12,2581
23978,24527,0,3698
23979,24528,0,3704
23980,24529,0,3702
23981,24530,0,3702
23982,24531,0,3699
23983,24532,0,3705
23984,24533,0,3705
23985,24534,0,3706
23986,24535,0,3706
23987,24536,0,554
23988,24537,0,558
23989,30396,43,775
23990,30397,44,775
23991,24540,0,3194
23992,24541,0,567
23993,24542,0,549
23994,24543,0,1375
23995,24544,0,2055
23996,30398,46,2565
23997,30399,47,2565
23998,30400,48,2565
23999,30401,49,2565
24000,30402,50,2565
24001,24550,0,896
24002,24551,0,1991
24003,24552,0,3580
24004,24553,0,1589
24005,24554,0,3074
24006,24555,0,3074
24007,24556,0,1588
24008,24557,0,1588
24009,24558,0,352
24010,24559,0,2018
24011,30403,51,2565
24012,30404,9,491
24013,24562,0,2549
24014,24563,0,3091
24015,24564,0,1991
24016,24565,0,3174
24017,24566,0,2389
24018,24567,0,2389
24019,24568,0,3701
24020,24569,0,3701
24021,24570,0,3707
24022,24571,0,3707
24023,24572,0,3708
24024,24573,0,3708
24025,24574,0,3703
24026,24575,0,3272
24027,24576,0,3710
24028,24577,0,3710
24029,24578,0,311
24030,24579,0,3713
24031,24580,0,3714
24032,24581,0,520
24033,24582,0,1584
24034,24583,0,1898
24035,24584,0,872
24036,24585,0,3490
24037,24586,0,1685
24038,24587,0,712
24039,24588,0,2544
24040,24589,0,3698
24041,24590,0,2060
24042,24591,0,2544
24043,24592,0,2609
24044,24593,0,3417
24045,24594,0,1142
24046,24595,0,1142
24047,24596,0,1142
24048,24597,0,1142
24049,24598,0,2093
24050,24599,0,2093
24051,24600,0,2202
24052,24601,0,2202
24053,24602,0,2194
24054,24603,0,948
24055,24604,0,754
24056,24605,0,3716
24057,24606,0,667
24058,24607,0,667
24059,24608,0,667
24060,24609,0,667
24061,24610,0,3461
24062,24611,0,3718
24063,24612,0,3718
24064,24613,0,3718
24065,24614,0,3719
24066,24615,0,3719
24067,24616,0,1363
24068,24617,0,3417
24069,24618,0,3720
24070,24619,0,3458
24071,24620,0,1301
24072,24621,0,1904
24073,24622,0,1304
24074,24623,0,1304
24075,24624,0,3720
24076,24625,0,3458
24077,24626,0,1301
24078,24627,0,2003
24079,30405,10,491
24080,24629,0,2600
24081,24630,0,3744
24082,24631,0,3744
24083,24632,0,3744
24084,24633,0,3570
24085,24634,0,450
24086,24635,0,418
24087,24636,0,1956
24088,24637,0,2613
24089,24638,0,3748
24090,24639,0,3042
24091,24640,0,3694
24092,24641,0,2427
24093,24642,0,2427
24094,24643,0,2427
24095,24644,0,707
24096,24645,0,3721
24097,24646,0,804
24098,24647,0,3722
24099,24648,0,3722
24100,24649,0,801
24101,24650,0,3718
24102,24651,0,3726
24103,24652,0,3729
24104,24653,0,3729
24105,24654,0,2050
24106,24655,0,3324
24107,24656,0,1559
24108,24657,0,3730
24109,24658,0,3731
24110,24659,0,3685
24111,24660,0,3686
24112,24661,0,3379
24113,24662,0,404
24114,24663,0,866
24115,24664,0,941
24116,24665,0,2593
24117,24666,0,3727
24118,30406,11,491
24119,24668,0,3700
24120,24669,0,3715
24121,27919,2,1484
24122,24671,0,450
24123,24672,0,2757
24124,24673,0,3162
24125,24674,0,1789
24126,24675,0,3498
24127,24676,0,3494
24128,24677,0,3494
24129,24678,0,961
24130,24679,0,961
24131,24680,0,3042
24132,24681,0,190
24133,24682,0,2210
24134,24683,0,2210
24135,24684,0,3078
24136,24685,0,3498
24137,24686,0,2436
24138,24687,0,3145
24139,24688,0,2436
24140,24689,0,2436
24141,24690,0,2436
24142,24691,0,3748
24143,24692,0,3748
24144,24693,0,3748
24145,24694,0,3748
24146,24695,0,926
24147,24696,0,1110
24148,24697,0,926
24149,24698,0,2943
24150,24699,0,926
